date,service,cost
2023-12-15,Cloud SQL,0.42
2023-12-16,Cloud SQL,0.71
2023-12-17,Cloud SQL,0.36
2023-12-18,Cloud SQL,0.71
2023-12-19,Cloud SQL,0.53
2023-12-20,Cloud SQL,0.53
2023-12-21,Cloud SQL,0.73
2023-12-22,Cloud SQL,0.5
2023-12-23,Cloud SQL,0.3
2023-12-24,Cloud SQL,0.76
2023-12-25,Cloud SQL,0.36
2023-12-26,Cloud SQL,0.71
2023-12-27,Cloud SQL,0.8
2023-12-28,Cloud SQL,0.52
2023-12-29,Cloud SQL,0.85
2023-12-30,Cloud SQL,0.7
2023-12-31,Cloud SQL,0.45
2024-01-01,Cloud SQL,0.89
2024-01-02,Cloud SQL,0.36
2024-01-03,Cloud SQL,0.52
2024-01-04,Cloud SQL,0.56
2024-01-05,Cloud SQL,0.73
2024-01-06,Cloud SQL,0.83
2024-01-07,Cloud SQL,0.82
2024-01-08,Cloud SQL,0.65
2024-01-09,Cloud SQL,0.54
2024-01-10,Cloud SQL,0.22
2024-01-11,Cloud SQL,0.33
2024-01-12,Cloud SQL,0.97
2024-01-13,Cloud SQL,0.22
2024-01-14,Cloud SQL,0.44
2024-01-15,Cloud SQL,0.84
2024-01-16,Cloud SQL,0.64
2024-01-17,Cloud SQL,0.79
2024-01-18,Cloud SQL,0.71
2024-01-19,Cloud SQL,0.91
2024-01-20,Cloud SQL,0.66
2024-01-21,Cloud SQL,0.74
2024-01-22,Cloud SQL,0.45
2024-01-23,Cloud SQL,0.72
2024-01-24,Cloud SQL,0.52
2024-01-25,Cloud SQL,0.51
2024-01-26,Cloud SQL,0.79
2024-01-27,Cloud SQL,0.79
2024-01-28,Cloud SQL,0.95
2024-01-29,Cloud SQL,0.94
2024-01-30,Cloud SQL,0.79
2024-01-31,Cloud SQL,0.24
2024-02-01,Cloud SQL,0.98
2024-02-02,Cloud SQL,0.79
2024-02-03,Cloud SQL,0.44
2024-02-04,Cloud SQL,0.75
2024-02-05,Cloud SQL,0.38
2024-02-06,Cloud SQL,0.73
2024-02-07,Cloud SQL,0.32
2024-02-08,Cloud SQL,0.43
2024-02-09,Cloud SQL,0.75
2024-02-10,Cloud SQL,0.82
2024-02-11,Cloud SQL,0.67
2024-02-12,Cloud SQL,0.54
2024-02-13,Cloud SQL,0.16
2024-02-14,Cloud SQL,0.56
2024-02-15,Cloud SQL,0.71
2024-02-16,Cloud SQL,0.53
2024-02-17,Cloud SQL,0.6
2024-02-18,Cloud SQL,0.56
2024-02-19,Cloud SQL,0.53
2024-02-20,Cloud SQL,0.62
2024-02-21,Cloud SQL,0.54
2024-02-22,Cloud SQL,0.9
2024-02-23,Cloud SQL,0.14
2024-02-24,Cloud SQL,0.49
2024-02-25,Cloud SQL,0.42
2024-02-26,Cloud SQL,0.65
2024-02-27,Cloud SQL,0.62
2024-02-28,Cloud SQL,0.94
2024-02-29,Cloud SQL,1.01
2024-03-01,Cloud SQL,0.44
2024-03-02,Cloud SQL,0.6
2024-03-03,Cloud SQL,0.64
2024-03-04,Cloud SQL,0.43
2024-03-05,Cloud SQL,0.73
2024-03-06,Cloud SQL,0.55
2024-03-07,Cloud SQL,0.38
2024-03-08,Cloud SQL,0.54
2024-03-09,Cloud SQL,0.39
2024-03-10,Cloud SQL,0.82
2024-03-11,Cloud SQL,1.0
2024-03-12,Cloud SQL,0.65
2024-03-13,Cloud SQL,0.62
2024-03-14,Cloud SQL,0.63
2024-03-15,Cloud SQL,0.85
2024-03-16,Cloud SQL,0.84
2024-03-17,Cloud SQL,0.58
2024-03-18,Cloud SQL,0.65
2024-03-19,Cloud SQL,0.74
2024-03-20,Cloud SQL,0.36
2024-03-21,Cloud SQL,0.85
2024-03-22,Cloud SQL,0.96
2024-03-23,Cloud SQL,0.84
2024-03-24,Cloud SQL,0.34
2024-03-25,Cloud SQL,0.19
2024-03-26,Cloud SQL,0.75
2024-03-27,Cloud SQL,0.44
2024-03-28,Cloud SQL,0.66
2024-03-29,Cloud SQL,0.92
2024-03-30,Cloud SQL,0.46
2024-03-31,Cloud SQL,0.52
2024-04-01,Cloud SQL,0.66
2024-04-02,Cloud SQL,0.33
2024-04-03,Cloud SQL,0.44
2024-04-04,Cloud SQL,0.61
2024-04-05,Cloud SQL,0.54
2024-04-06,Cloud SQL,0.73
2024-04-07,Cloud SQL,1.18
2024-04-08,Cloud SQL,0.62
2024-04-09,Cloud SQL,0.42
2024-04-10,Cloud SQL,0.9
2024-04-11,Cloud SQL,0.27
2024-04-12,Cloud SQL,0.31
2024-04-13,Cloud SQL,0.48
2024-04-14,Cloud SQL,0.54
2024-04-15,Cloud SQL,0.47
2024-04-16,Cloud SQL,0.59
2024-04-17,Cloud SQL,0.66
2024-04-18,Cloud SQL,0.82
2024-04-19,Cloud SQL,0.62
2024-04-20,Cloud SQL,0.48
2024-04-21,Cloud SQL,0.81
2024-04-22,Cloud SQL,0.43
2024-04-23,Cloud SQL,0.26
2024-04-24,Cloud SQL,0.85
2024-04-25,Cloud SQL,0.84
2024-04-26,Cloud SQL,0.44
2024-04-27,Cloud SQL,0.52
2024-04-28,Cloud SQL,0.41
2024-04-29,Cloud SQL,0.67
2024-04-30,Cloud SQL,0.96
2024-05-01,Cloud SQL,0.75
2024-05-02,Cloud SQL,0.82
2024-05-03,Cloud SQL,0.77
2024-05-04,Cloud SQL,0.6
2024-05-05,Cloud SQL,0.83
2024-05-06,Cloud SQL,0.76
2024-05-07,Cloud SQL,0.9
2024-05-08,Cloud SQL,0.5
2024-05-09,Cloud SQL,0.24
2024-05-10,Cloud SQL,0.82
2024-05-11,Cloud SQL,0.67
2024-05-12,Cloud SQL,0.54
2024-05-13,Cloud SQL,0.55
2024-05-14,Cloud SQL,1.13
2024-05-15,Cloud SQL,0.47
2024-05-16,Cloud SQL,0.42
2024-05-17,Cloud SQL,0.62
2024-05-18,Cloud SQL,0.85
2024-05-19,Cloud SQL,1.08
2024-05-20,Cloud SQL,0.74
2024-05-21,Cloud SQL,0.34
2024-05-22,Cloud SQL,1.01
2024-05-23,Cloud SQL,0.6
2024-05-24,Cloud SQL,0.43
2024-05-25,Cloud SQL,0.38
2024-05-26,Cloud SQL,0.78
2024-05-27,Cloud SQL,0.65
2024-05-28,Cloud SQL,0.67
2024-05-29,Cloud SQL,0.87
2024-05-30,Cloud SQL,0.43
2024-05-31,Cloud SQL,0.89
2024-06-01,Cloud SQL,0.49
2024-06-02,Cloud SQL,1.05
2024-06-03,Cloud SQL,0.73
2024-06-04,Cloud SQL,0.41
2024-06-05,Cloud SQL,0.18
2024-06-06,Cloud SQL,0.77
2024-06-07,Cloud SQL,0.52
2024-06-08,Cloud SQL,0.57
2024-06-09,Cloud SQL,0.76
2024-06-10,Cloud SQL,0.81
2024-06-11,Cloud SQL,0.86
2024-06-12,Cloud SQL,0.36
2024-06-13,Cloud SQL,0.9
2024-06-14,Cloud SQL,0.48
2024-06-15,Cloud SQL,0.13
2024-06-16,Cloud SQL,0.36
2024-06-17,Cloud SQL,0.65
2024-06-18,Cloud SQL,0.4
2024-06-19,Cloud SQL,0.58
2024-06-20,Cloud SQL,0.67
2024-06-21,Cloud SQL,0.56
2024-06-22,Cloud SQL,0.5
2024-06-23,Cloud SQL,0.34
2024-06-24,Cloud SQL,0.61
2024-06-25,Cloud SQL,0.17
2024-06-26,Cloud SQL,0.46
2024-06-27,Cloud SQL,0.41
2024-06-28,Cloud SQL,0.55
2024-06-29,Cloud SQL,0.56
2024-06-30,Cloud SQL,0.8
2024-07-01,Cloud SQL,0.93
2024-07-02,Cloud SQL,0.37
2024-07-03,Cloud SQL,1.02
2024-07-04,Cloud SQL,0.44
2024-07-05,Cloud SQL,0.64
2024-07-06,Cloud SQL,0.71
2024-07-07,Cloud SQL,1.11
2024-07-08,Cloud SQL,0.49
2024-07-09,Cloud SQL,0.23
2024-07-10,Cloud SQL,0.91
2024-07-11,Cloud SQL,0.43
2024-07-12,Cloud SQL,0.53
2024-07-13,Cloud SQL,0.37
2024-07-14,Cloud SQL,0.53
2024-07-15,Cloud SQL,0.43
2024-07-16,Cloud SQL,0.74
2024-07-17,Cloud SQL,0.62
2024-07-18,Cloud SQL,0.46
2024-07-19,Cloud SQL,0.81
2024-07-20,Cloud SQL,0.66
2024-07-21,Cloud SQL,0.22
2024-07-22,Cloud SQL,0.79
2024-07-23,Cloud SQL,0.64
2024-07-24,Cloud SQL,0.89
2024-07-25,Cloud SQL,0.63
2024-07-26,Cloud SQL,0.44
2024-07-27,Cloud SQL,0.56
2024-07-28,Cloud SQL,0.77
2024-07-29,Cloud SQL,0.44
2024-07-30,Cloud SQL,0.51
2024-07-31,Cloud SQL,0.56
2024-08-01,Cloud SQL,0.36
2024-08-02,Cloud SQL,0.44
2024-08-03,Cloud SQL,0.64
2024-08-04,Cloud SQL,0.85
2024-08-05,Cloud SQL,0.67
2024-08-06,Cloud SQL,0.59
2024-08-07,Cloud SQL,0.43
2024-08-08,Cloud SQL,0.83
2024-08-09,Cloud SQL,0.69
2024-08-10,Cloud SQL,0.45
2024-08-11,Cloud SQL,0.79
2024-08-12,Cloud SQL,0.72
2024-08-13,Cloud SQL,0.43
2024-08-14,Cloud SQL,0.58
2024-08-15,Cloud SQL,0.5
2024-08-16,Cloud SQL,1.15
2024-08-17,Cloud SQL,0.71
2024-08-18,Cloud SQL,0.64
2024-08-19,Cloud SQL,0.7
2024-08-20,Cloud SQL,0.89
2024-08-21,Cloud SQL,0.58
2024-08-22,Cloud SQL,0.48
2024-08-23,Cloud SQL,0.78
2024-08-24,Cloud SQL,0.57
2024-08-25,Cloud SQL,0.38
2024-08-26,Cloud SQL,0.34
2024-08-27,Cloud SQL,0.92
2024-08-28,Cloud SQL,0.63
2024-08-29,Cloud SQL,0.48
2024-08-30,Cloud SQL,0.55
2024-08-31,Cloud SQL,0.77
2024-09-01,Cloud SQL,0.54
2024-09-02,Cloud SQL,0.3
2024-09-03,Cloud SQL,0.67
2024-09-04,Cloud SQL,0.85
2024-09-05,Cloud SQL,0.84
2024-09-06,Cloud SQL,0.49
2024-09-07,Cloud SQL,0.87
2024-09-08,Cloud SQL,0.65
2024-09-09,Cloud SQL,0.86
2024-09-10,Cloud SQL,0.72
2024-09-11,Cloud SQL,0.28
2024-09-12,Cloud SQL,0.97
2024-09-13,Cloud SQL,0.61
2024-09-14,Cloud SQL,0.72
2024-09-15,Cloud SQL,0.32
2024-09-16,Cloud SQL,0.71
2024-09-17,Cloud SQL,0.83
2024-09-18,Cloud SQL,1.01
2024-09-19,Cloud SQL,0.9
2024-09-20,Cloud SQL,0.72
2024-09-21,Cloud SQL,0.28
2024-09-22,Cloud SQL,0.63
2024-09-23,Cloud SQL,0.48
2024-09-24,Cloud SQL,0.65
2024-09-25,Cloud SQL,0.35
2024-09-26,Cloud SQL,0.56
2024-09-27,Cloud SQL,0.49
2024-09-28,Cloud SQL,0.49
2024-09-29,Cloud SQL,0.49
2024-09-30,Cloud SQL,0.57
2024-10-01,Cloud SQL,0.66
2024-10-02,Cloud SQL,0.1
2024-10-03,Cloud SQL,0.11
2024-10-04,Cloud SQL,0.53
2024-10-05,Cloud SQL,0.56
2024-10-06,Cloud SQL,0.64
2024-10-07,Cloud SQL,0.45
2024-10-08,Cloud SQL,0.6
2024-10-09,Cloud SQL,0.63
2024-10-10,Cloud SQL,0.45
2024-10-11,Cloud SQL,0.81
2024-10-12,Cloud SQL,0.64
2024-10-13,Cloud SQL,0.72
2024-10-14,Cloud SQL,0.62
2024-10-15,Cloud SQL,1.04
2024-10-16,Cloud SQL,0.73
2024-10-17,Cloud SQL,0.5
2024-10-18,Cloud SQL,0.77
2024-10-19,Cloud SQL,0.26
2024-10-20,Cloud SQL,0.63
2024-10-21,Cloud SQL,0.67
2024-10-22,Cloud SQL,0.63
2024-10-23,Cloud SQL,0.53
2024-10-24,Cloud SQL,0.39
2024-10-25,Cloud SQL,0.44
2024-10-26,Cloud SQL,0.62
2024-10-27,Cloud SQL,0.37
2024-10-28,Cloud SQL,0.97
2024-10-29,Cloud SQL,0.1
2024-10-30,Cloud SQL,0.54
2024-10-31,Cloud SQL,0.63
2024-11-01,Cloud SQL,0.71
2024-11-02,Cloud SQL,0.41
2024-11-03,Cloud SQL,0.84
2024-11-04,Cloud SQL,0.31
2024-11-05,Cloud SQL,0.49
2024-11-06,Cloud SQL,0.73
2024-11-07,Cloud SQL,0.82
2024-11-08,Cloud SQL,0.31
2024-11-09,Cloud SQL,1.16
2024-11-10,Cloud SQL,0.42
2024-11-11,Cloud SQL,0.33
2024-11-12,Cloud SQL,0.71
2024-11-13,Cloud SQL,0.53
2024-11-14,Cloud SQL,0.5
2024-11-15,Cloud SQL,0.73
2024-11-16,Cloud SQL,0.28
2024-11-17,Cloud SQL,0.25
2024-11-18,Cloud SQL,0.48
2024-11-19,Cloud SQL,0.83
2024-11-20,Cloud SQL,0.49
2024-11-21,Cloud SQL,0.94
2024-11-22,Cloud SQL,0.85
2024-11-23,Cloud SQL,0.66
2024-11-24,Cloud SQL,0.67
2024-11-25,Cloud SQL,0.66
2024-11-26,Cloud SQL,0.64
2024-11-27,Cloud SQL,0.53
2024-11-28,Cloud SQL,0.55
2024-11-29,Cloud SQL,0.38
2024-11-30,Cloud SQL,0.14
2024-12-01,Cloud SQL,0.83
2024-12-02,Cloud SQL,0.64
2024-12-03,Cloud SQL,0.6
2024-12-04,Cloud SQL,0.69
2024-12-05,Cloud SQL,0.43
2024-12-06,Cloud SQL,0.39
2024-12-07,Cloud SQL,0.54
2024-12-08,Cloud SQL,0.89
2024-12-09,Cloud SQL,0.36
2024-12-10,Cloud SQL,0.1
2024-12-11,Cloud SQL,0.49
2024-12-12,Cloud SQL,0.84
2024-12-13,Cloud SQL,0.24
2024-12-14,Cloud SQL,0.36
2024-12-15,Cloud SQL,0.66
2024-12-16,Cloud SQL,1.14
2024-12-17,Cloud SQL,0.32
2024-12-18,Cloud SQL,0.31
2024-12-19,Cloud SQL,0.67
2024-12-20,Cloud SQL,0.86
2024-12-21,Cloud SQL,0.47
2024-12-22,Cloud SQL,0.27
2024-12-23,Cloud SQL,0.69
2024-12-24,Cloud SQL,0.73
2024-12-25,Cloud SQL,0.98
2024-12-26,Cloud SQL,0.74
2024-12-27,Cloud SQL,0.78
2024-12-28,Cloud SQL,0.55
2024-12-29,Cloud SQL,1.11
2024-12-30,Cloud SQL,0.52
2024-12-31,Cloud SQL,0.48
2025-01-01,Cloud SQL,0.98
2025-01-02,Cloud SQL,0.3
2025-01-03,Cloud SQL,0.22
2025-01-04,Cloud SQL,0.63
2025-01-05,Cloud SQL,0.6
2025-01-06,Cloud SQL,0.56
2025-01-07,Cloud SQL,0.81
2025-01-08,Cloud SQL,0.41
2025-01-09,Cloud SQL,0.62
2025-01-10,Cloud SQL,0.53
2025-01-11,Cloud SQL,0.42
2025-01-12,Cloud SQL,0.59
2025-01-13,Cloud SQL,0.78
2025-01-14,Cloud SQL,1.05
2025-01-15,Cloud SQL,0.73
2025-01-16,Cloud SQL,0.1
2025-01-17,Cloud SQL,0.6
2025-01-18,Cloud SQL,0.61
2025-01-19,Cloud SQL,0.8
2025-01-20,Cloud SQL,0.64
2025-01-21,Cloud SQL,0.87
2025-01-22,Cloud SQL,0.69
2025-01-23,Cloud SQL,0.93
2025-01-24,Cloud SQL,0.51
2025-01-25,Cloud SQL,0.63
2025-01-26,Cloud SQL,0.78
2025-01-27,Cloud SQL,0.48
2025-01-28,Cloud SQL,0.44
2025-01-29,Cloud SQL,0.47
2025-01-30,Cloud SQL,0.45
2025-01-31,Cloud SQL,0.71
2025-02-01,Cloud SQL,0.22
2025-02-02,Cloud SQL,0.28
2025-02-03,Cloud SQL,0.99
2025-02-04,Cloud SQL,0.45
2025-02-05,Cloud SQL,0.65
2025-02-06,Cloud SQL,0.29
2025-02-07,Cloud SQL,0.62
2025-02-08,Cloud SQL,0.45
2025-02-09,Cloud SQL,0.28
2025-02-10,Cloud SQL,0.88
2025-02-11,Cloud SQL,0.85
2025-02-12,Cloud SQL,0.58
2025-02-13,Cloud SQL,0.81
2025-02-14,Cloud SQL,1.0
2025-02-15,Cloud SQL,0.76
2025-02-16,Cloud SQL,0.7
2025-02-17,Cloud SQL,0.65
2025-02-18,Cloud SQL,0.74
2025-02-19,Cloud SQL,0.53
2025-02-20,Cloud SQL,0.55
2025-02-21,Cloud SQL,0.7
2025-02-22,Cloud SQL,0.51
2025-02-23,Cloud SQL,0.53
2025-02-24,Cloud SQL,0.6
2025-02-25,Cloud SQL,0.84
2025-02-26,Cloud SQL,0.37
2025-02-27,Cloud SQL,0.76
2025-02-28,Cloud SQL,0.77
2025-03-01,Cloud SQL,0.77
2025-03-02,Cloud SQL,0.44
2025-03-03,Cloud SQL,0.25
2025-03-04,Cloud SQL,0.72
2025-03-05,Cloud SQL,0.64
2025-03-06,Cloud SQL,0.81
2025-03-07,Cloud SQL,0.46
2025-03-08,Cloud SQL,0.76
2025-03-09,Cloud SQL,0.82
2025-03-10,Cloud SQL,0.58
2025-03-11,Cloud SQL,0.69
2025-03-12,Cloud SQL,0.68
2025-03-13,Cloud SQL,0.43
2025-03-14,Cloud SQL,0.72
2025-03-15,Cloud SQL,0.94
2025-03-16,Cloud SQL,0.61
2025-03-17,Cloud SQL,0.3
2025-03-18,Cloud SQL,0.46
2025-03-19,Cloud SQL,0.23
2025-03-20,Cloud SQL,0.87
2025-03-21,Cloud SQL,0.76
2025-03-22,Cloud SQL,0.5
2025-03-23,Cloud SQL,0.31
2025-03-24,Cloud SQL,0.43
2025-03-25,Cloud SQL,0.47
2025-03-26,Cloud SQL,0.63
2025-03-27,Cloud SQL,0.62
2025-03-28,Cloud SQL,0.89
2025-03-29,Cloud SQL,0.46
2025-03-30,Cloud SQL,0.29
2025-03-31,Cloud SQL,0.36
2025-04-01,Cloud SQL,0.6
2025-04-02,Cloud SQL,0.45
2025-04-03,Cloud SQL,0.54
2025-04-04,Cloud SQL,0.51
2025-04-05,Cloud SQL,0.81
2025-04-06,Cloud SQL,0.48
2025-04-07,Cloud SQL,0.53
2025-04-08,Cloud SQL,0.75
2025-04-09,Cloud SQL,0.49
2025-04-10,Cloud SQL,0.69
2025-04-11,Cloud SQL,0.67
2025-04-12,Cloud SQL,0.63
2025-04-13,Cloud SQL,0.37
2025-04-14,Cloud SQL,0.86
2025-04-15,Cloud SQL,1.07
2025-04-16,Cloud SQL,0.61
2025-04-17,Cloud SQL,0.39
2025-04-18,Cloud SQL,0.61
2025-04-19,Cloud SQL,0.81
2025-04-20,Cloud SQL,0.48
2025-04-21,Cloud SQL,0.58
2025-04-22,Cloud SQL,0.68
2025-04-23,Cloud SQL,0.86
2025-04-24,Cloud SQL,0.77
2025-04-25,Cloud SQL,0.78
2025-04-26,Cloud SQL,0.52
2025-04-27,Cloud SQL,0.69
2025-04-28,Cloud SQL,0.45
2025-04-29,Cloud SQL,0.78
2025-04-30,Cloud SQL,0.85
2025-05-01,Cloud SQL,0.72
2025-05-02,Cloud SQL,0.53
2025-05-03,Cloud SQL,0.56
2025-05-04,Cloud SQL,0.98
2025-05-05,Cloud SQL,0.53
2025-05-06,Cloud SQL,0.82
2025-05-07,Cloud SQL,0.68
2025-05-08,Cloud SQL,0.54
2025-05-09,Cloud SQL,0.32
2025-05-10,Cloud SQL,0.65
2025-05-11,Cloud SQL,0.62
2025-05-12,Cloud SQL,0.98
2025-05-13,Cloud SQL,0.43
2025-05-14,Cloud SQL,1.08
2025-05-15,Cloud SQL,0.68
2025-05-16,Cloud SQL,0.68
2025-05-17,Cloud SQL,0.48
2025-05-18,Cloud SQL,0.67
2025-05-19,Cloud SQL,0.7
2025-05-20,Cloud SQL,0.8
2025-05-21,Cloud SQL,0.4
2025-05-22,Cloud SQL,0.9
2025-05-23,Cloud SQL,0.68
2025-05-24,Cloud SQL,0.73
2025-05-25,Cloud SQL,0.56
2025-05-26,Cloud SQL,0.41
2025-05-27,Cloud SQL,0.62
2025-05-28,Cloud SQL,0.64
2025-05-29,Cloud SQL,0.32
2025-05-30,Cloud SQL,0.77
2025-05-31,Cloud SQL,0.81
2025-06-01,Cloud SQL,0.45
2025-06-02,Cloud SQL,0.39
2025-06-03,Cloud SQL,0.54
2025-06-04,Cloud SQL,0.61
2025-06-05,Cloud SQL,0.55
2025-06-06,Cloud SQL,0.59
2025-06-07,Cloud SQL,0.65
2025-06-08,Cloud SQL,0.32
2025-06-09,Cloud SQL,0.34
2025-06-10,Cloud SQL,0.1
2025-06-11,Cloud SQL,0.8
2025-06-12,Cloud SQL,0.61
2025-06-13,Cloud SQL,0.82
2025-06-14,Cloud SQL,0.37
2025-06-15,Cloud SQL,0.61
2025-06-16,Cloud SQL,0.65
2025-06-17,Cloud SQL,0.49
2025-06-18,Cloud SQL,0.28
2025-06-19,Cloud SQL,0.97
2025-06-20,Cloud SQL,0.9
2025-06-21,Cloud SQL,0.53
2025-06-22,Cloud SQL,0.71
2025-06-23,Cloud SQL,0.5
2025-06-24,Cloud SQL,0.4
2025-06-25,Cloud SQL,0.99
2025-06-26,Cloud SQL,0.26
2025-06-27,Cloud SQL,0.55
2025-06-28,Cloud SQL,0.62
2025-06-29,Cloud SQL,0.95
2025-06-30,Cloud SQL,0.79
2025-07-01,Cloud SQL,0.26
2025-07-02,Cloud SQL,0.61
2025-07-03,Cloud SQL,0.61
2025-07-04,Cloud SQL,0.56
2025-07-05,Cloud SQL,0.74
2025-07-06,Cloud SQL,0.31
2025-07-07,Cloud SQL,0.52
2025-07-08,Cloud SQL,0.71
2025-07-09,Cloud SQL,0.75
2025-07-10,Cloud SQL,0.64
2025-07-11,Cloud SQL,0.55
2025-07-12,Cloud SQL,0.58
2025-07-13,Cloud SQL,0.76
2025-07-14,Cloud SQL,0.61
2025-07-15,Cloud SQL,0.39
2025-07-16,Cloud SQL,0.35
2025-07-17,Cloud SQL,0.3
2025-07-18,Cloud SQL,0.91
2025-07-19,Cloud SQL,0.78
2025-07-20,Cloud SQL,0.58
2025-07-21,Cloud SQL,0.51
2025-07-22,Cloud SQL,0.49
2025-07-23,Cloud SQL,0.83
2025-07-24,Cloud SQL,1.0
2025-07-25,Cloud SQL,0.48
2025-07-26,Cloud SQL,0.84
2025-07-27,Cloud SQL,0.61
2025-07-28,Cloud SQL,0.56
2025-07-29,Cloud SQL,0.92
2025-07-30,Cloud SQL,0.6
2025-07-31,Cloud SQL,0.67
2025-08-01,Cloud SQL,0.66
2025-08-02,Cloud SQL,0.27
2025-08-03,Cloud SQL,0.67
2025-08-04,Cloud SQL,0.49
2025-08-05,Cloud SQL,0.31
2025-08-06,Cloud SQL,0.5
2025-08-07,Cloud SQL,0.5
2025-08-08,Cloud SQL,0.82
2025-08-09,Cloud SQL,0.38
2025-08-10,Cloud SQL,0.44
2025-08-11,Cloud SQL,0.66
2025-08-12,Cloud SQL,0.33
2025-08-13,Cloud SQL,0.47
2025-08-14,Cloud SQL,0.26
2025-08-15,Cloud SQL,0.8
2025-08-16,Cloud SQL,0.54
2025-08-17,Cloud SQL,0.6
2025-08-18,Cloud SQL,0.8
2025-08-19,Cloud SQL,0.46
2025-08-20,Cloud SQL,0.54
2025-08-21,Cloud SQL,0.39
2025-08-22,Cloud SQL,0.39
2025-08-23,Cloud SQL,0.41
2025-08-24,Cloud SQL,0.5
2025-08-25,Cloud SQL,0.53
2025-08-26,Cloud SQL,0.67
2025-08-27,Cloud SQL,0.42
2025-08-28,Cloud SQL,0.67
2025-08-29,Cloud SQL,0.71
2025-08-30,Cloud SQL,0.51
2025-08-31,Cloud SQL,0.44
2025-09-01,Cloud SQL,0.62
2025-09-02,Cloud SQL,0.56
2025-09-03,Cloud SQL,0.65
2025-09-04,Cloud SQL,0.93
2025-09-05,Cloud SQL,0.62
2025-09-06,Cloud SQL,0.47
2025-09-07,Cloud SQL,0.42
2025-09-08,Cloud SQL,0.43
2025-09-09,Cloud SQL,0.3
2025-09-10,Cloud SQL,0.8
2025-09-11,Cloud SQL,0.14
2025-09-12,Cloud SQL,0.71
2025-09-13,Cloud SQL,0.43
2025-09-14,Cloud SQL,0.5
2025-09-15,Cloud SQL,0.42
2025-09-16,Cloud SQL,0.91
2025-09-17,Cloud SQL,0.61
2025-09-18,Cloud SQL,0.77
2025-09-19,Cloud SQL,0.88
2025-09-20,Cloud SQL,0.64
2025-09-21,Cloud SQL,0.36
2025-09-22,Cloud SQL,0.56
2025-09-23,Cloud SQL,0.45
2025-09-24,Cloud SQL,0.5
2025-09-25,Cloud SQL,0.59
2025-09-26,Cloud SQL,0.58
2025-09-27,Cloud SQL,0.69
2025-09-28,Cloud SQL,0.72
2025-09-29,Cloud SQL,0.58
2025-09-30,Cloud SQL,0.69
2025-10-01,Cloud SQL,0.49
2025-10-02,Cloud SQL,0.88
2025-10-03,Cloud SQL,0.49
2025-10-04,Cloud SQL,0.86
2025-10-05,Cloud SQL,0.3
2025-10-06,Cloud SQL,0.53
2025-10-07,Cloud SQL,0.54
2025-10-08,Cloud SQL,0.67
2025-10-09,Cloud SQL,0.79
2025-10-10,Cloud SQL,0.35
2025-10-11,Cloud SQL,0.38
2025-10-12,Cloud SQL,0.31
2025-10-13,Cloud SQL,0.88
2025-10-14,Cloud SQL,0.67
2025-10-15,Cloud SQL,0.38
2025-10-16,Cloud SQL,0.52
2025-10-17,Cloud SQL,0.85
2025-10-18,Cloud SQL,0.55
2025-10-19,Cloud SQL,0.54
2025-10-20,Cloud SQL,0.44
2025-10-21,Cloud SQL,0.39
2025-10-22,Cloud SQL,0.85
2025-10-23,Cloud SQL,0.96
2025-10-24,Cloud SQL,0.4
2025-10-25,Cloud SQL,0.9
2025-10-26,Cloud SQL,0.51
2025-10-27,Cloud SQL,0.72
2025-10-28,Cloud SQL,0.9
2025-10-29,Cloud SQL,0.58
2025-10-30,Cloud SQL,0.54
2025-10-31,Cloud SQL,0.78
2023-10-01,Cloud Run,2.17
2023-10-02,Cloud Run,2.19
2023-10-03,Cloud Run,2.06
2023-10-04,Cloud Run,2.28
2023-10-05,Cloud Run,2.14
2023-10-06,Cloud Run,2.19
2023-10-07,Cloud Run,2.17
2023-10-08,Cloud Run,2.13
2023-10-09,Cloud Run,2.22
2023-10-10,Cloud Run,2.2
2023-10-11,Cloud Run,2.18
2023-10-12,Cloud Run,2.14
2023-10-13,Cloud Run,2.26
2023-10-14,Cloud Run,2.41
2023-10-15,Cloud Run,2.24
2023-10-16,Cloud Run,2.34
2023-10-17,Cloud Run,2.08
2023-10-18,Cloud Run,2.25
2023-10-19,Cloud Run,2.11
2023-10-20,Cloud Run,2.07
2023-10-21,Cloud Run,2.16
2023-10-22,Cloud Run,2.37
2023-10-23,Cloud Run,2.34
2023-10-24,Cloud Run,2.27
2023-10-25,Cloud Run,2.07
2023-10-26,Cloud Run,2.22
2023-10-27,Cloud Run,2.28
2023-10-28,Cloud Run,2.27
2023-10-29,Cloud Run,2.04
2023-10-30,Cloud Run,2.15
2023-10-31,Cloud Run,2.24
2023-11-01,Cloud Run,2.31
2023-11-02,Cloud Run,2.01
2023-11-03,Cloud Run,2.24
2023-11-04,Cloud Run,2.27
2023-11-05,Cloud Run,2.35
2023-11-06,Cloud Run,2.33
2023-11-07,Cloud Run,2.32
2023-11-08,Cloud Run,2.17
2023-11-09,Cloud Run,2.05
2023-11-10,Cloud Run,2.22
2023-11-11,Cloud Run,2.38
2023-11-12,Cloud Run,2.42
2023-11-13,Cloud Run,2.35
2023-11-14,Cloud Run,2.32
2023-11-15,Cloud Run,2.31
2023-11-16,Cloud Run,2.21
2023-11-17,Cloud Run,2.26
2023-11-18,Cloud Run,2.46
2023-11-19,Cloud Run,2.17
2023-11-20,Cloud Run,2.46
2023-11-21,Cloud Run,2.24
