date,service,cost
28-11-2024,Azure SQL Database,2.98
29-11-2024,Azure SQL Database,3.24
30-11-2024,Azure SQL Database,3.06
01-12-2024,Azure SQL Database,3.12
02-12-2024,Azure SQL Database,3.23
03-12-2024,Azure SQL Database,2.62
04-12-2024,Azure SQL Database,2.71
05-12-2024,Azure SQL Database,2.64
06-12-2024,Azure SQL Database,2.98
07-12-2024,Azure SQL Database,2.46
08-12-2024,Azure SQL Database,3.29
09-12-2024,Azure SQL Database,2.94
10-12-2024,Azure SQL Database,2.38
11-12-2024,Azure SQL Database,3.39
12-12-2024,Azure SQL Database,2.47
13-12-2024,Azure SQL Database,3.4
14-12-2024,Azure SQL Database,2.93
15-12-2024,Azure SQL Database,2.95
16-12-2024,Azure SQL Database,2.85
17-12-2024,Azure SQL Database,3.22
18-12-2024,Azure SQL Database,3.24
19-12-2024,Azure SQL Database,2.88
20-12-2024,Azure SQL Database,2.96
21-12-2024,Azure SQL Database,3.79
22-12-2024,Azure SQL Database,3.15
23-12-2024,Azure SQL Database,2.81
24-12-2024,Azure SQL Database,3.4
25-12-2024,Azure SQL Database,2.72
26-12-2024,Azure SQL Database,3.63
27-12-2024,Azure SQL Database,3.45
28-12-2024,Azure SQL Database,2.81
29-12-2024,Azure SQL Database,2.92
30-12-2024,Azure SQL Database,3.52
31-12-2024,Azure SQL Database,3.2
01-01-2025,Azure SQL Database,3.65
02-01-2025,Azure SQL Database,3.49
03-01-2025,Azure SQL Database,2.94
04-01-2025,Azure SQL Database,3.02
05-01-2025,Azure SQL Database,3.19
06-01-2025,Azure SQL Database,2.54
07-01-2025,Azure SQL Database,2.86
08-01-2025,Azure SQL Database,2.77
09-01-2025,Azure SQL Database,3.42
10-01-2025,Azure SQL Database,3.78
11-01-2025,Azure SQL Database,3.21
12-01-2025,Azure SQL Database,2.82
13-01-2025,Azure SQL Database,3.05
14-01-2025,Azure SQL Database,2.63
15-01-2025,Azure SQL Database,3.02
16-01-2025,Azure SQL Database,2.84
17-01-2025,Azure SQL Database,3.1
18-01-2025,Azure SQL Database,2.89
19-01-2025,Azure SQL Database,2.85
20-01-2025,Azure SQL Database,2.9
21-01-2025,Azure SQL Database,3.03
22-01-2025,Azure SQL Database,2.85
23-01-2025,Azure SQL Database,3.26
24-01-2025,Azure SQL Database,3.11
25-01-2025,Azure SQL Database,2.95
26-01-2025,Azure SQL Database,2.79
27-01-2025,Azure SQL Database,3.01
28-01-2025,Azure SQL Database,2.57
29-01-2025,Azure SQL Database,2.84
30-01-2025,Azure SQL Database,2.5
31-01-2025,Azure SQL Database,3.51
01-02-2025,Azure SQL Database,2.66
02-02-2025,Azure SQL Database,2.84
03-02-2025,Azure SQL Database,3.56
04-02-2025,Azure SQL Database,3.27
05-02-2025,Azure SQL Database,2.79
06-02-2025,Azure SQL Database,3.06
07-02-2025,Azure SQL Database,3.43
08-02-2025,Azure SQL Database,3.29
09-02-2025,Azure SQL Database,2.77
10-02-2025,Azure SQL Database,3.24
11-02-2025,Azure SQL Database,2.94
12-02-2025,Azure SQL Database,3.05
13-02-2025,Azure SQL Database,3
14-02-2025,Azure SQL Database,3.55
15-02-2025,Azure SQL Database,2.86
16-02-2025,Azure SQL Database,3.2
17-02-2025,Azure SQL Database,2.59
18-02-2025,Azure SQL Database,2.43
19-02-2025,Azure SQL Database,3.62
20-02-2025,Azure SQL Database,3.29
21-02-2025,Azure SQL Database,3.22
22-02-2025,Azure SQL Database,3.3
23-02-2025,Azure SQL Database,3.23
24-02-2025,Azure SQL Database,2.8
25-02-2025,Azure SQL Database,3.18
26-02-2025,Azure SQL Database,2.79
27-02-2025,Azure SQL Database,3.22
28-02-2025,Azure SQL Database,2.61
01-03-2025,Azure SQL Database,3.15
02-03-2025,Azure SQL Database,2.53
03-03-2025,Azure SQL Database,3.43
04-03-2025,Azure SQL Database,3.14
05-03-2025,Azure SQL Database,2.89
06-03-2025,Azure SQL Database,3.29
07-03-2025,Azure SQL Database,3.36
08-03-2025,Azure SQL Database,3.3
09-03-2025,Azure SQL Database,2.75
10-03-2025,Azure SQL Database,3.04
11-03-2025,Azure SQL Database,2.89
12-03-2025,Azure SQL Database,3.34
13-03-2025,Azure SQL Database,2.85
14-03-2025,Azure SQL Database,3
15-03-2025,Azure SQL Database,3.59
16-03-2025,Azure SQL Database,2.76
17-03-2025,Azure SQL Database,3.01
18-03-2025,Azure SQL Database,3.3
19-03-2025,Azure SQL Database,2.69
20-03-2025,Azure SQL Database,3.84
21-03-2025,Azure SQL Database,2.6
22-03-2025,Azure SQL Database,2.9
23-03-2025,Azure SQL Database,3.15
24-03-2025,Azure SQL Database,3.4
25-03-2025,Azure SQL Database,2.88
26-03-2025,Azure SQL Database,2.6
27-03-2025,Azure SQL Database,3.06
28-03-2025,Azure SQL Database,3.62
29-03-2025,Azure SQL Database,2.49
30-03-2025,Azure SQL Database,3.13
31-03-2025,Azure SQL Database,3.63
01-04-2025,Azure SQL Database,2.75
02-04-2025,Azure SQL Database,3.15
03-04-2025,Azure SQL Database,2.69
04-04-2025,Azure SQL Database,3.2
05-04-2025,Azure SQL Database,3.03
06-04-2025,Azure SQL Database,2.15
07-04-2025,Azure SQL Database,3.44
08-04-2025,Azure SQL Database,3.3
09-04-2025,Azure SQL Database,3.23
10-04-2025,Azure SQL Database,3.63
11-04-2025,Azure SQL Database,3.44
12-04-2025,Azure SQL Database,3.07
13-04-2025,Azure SQL Database,3.16
14-04-2025,Azure SQL Database,2.98
15-04-2025,Azure SQL Database,2.68
16-04-2025,Azure SQL Database,3.13
17-04-2025,Azure SQL Database,2.79
18-04-2025,Azure SQL Database,3.29
19-04-2025,Azure SQL Database,2.86
20-04-2025,Azure SQL Database,2.92
21-04-2025,Azure SQL Database,3.17
22-04-2025,Azure SQL Database,3.92
23-04-2025,Azure SQL Database,3.37
24-04-2025,Azure SQL Database,2.6
25-04-2025,Azure SQL Database,2.16
26-04-2025,Azure SQL Database,2.83
27-04-2025,Azure SQL Database,3.38
28-04-2025,Azure SQL Database,2.81
29-04-2025,Azure SQL Database,3.08
30-04-2025,Azure SQL Database,3.18
01-05-2025,Azure SQL Database,3.53
02-05-2025,Azure SQL Database,3.41
03-05-2025,Azure SQL Database,2.56
04-05-2025,Azure SQL Database,2.92
05-05-2025,Azure SQL Database,3.29
06-05-2025,Azure SQL Database,2.56
07-05-2025,Azure SQL Database,2.84
08-05-2025,Azure SQL Database,3.8
09-05-2025,Azure SQL Database,3.22
10-05-2025,Azure SQL Database,2.53
11-05-2025,Azure SQL Database,2.79
12-05-2025,Azure SQL Database,3.26
13-05-2025,Azure SQL Database,3.03
14-05-2025,Azure SQL Database,3.05
15-05-2025,Azure SQL Database,3.33
16-05-2025,Azure SQL Database,3.17
17-05-2025,Azure SQL Database,2.92
18-05-2025,Azure SQL Database,3.04
19-05-2025,Azure SQL Database,3.16
20-05-2025,Azure SQL Database,2.9
21-05-2025,Azure SQL Database,3.25
22-05-2025,Azure SQL Database,3.58
23-05-2025,Azure SQL Database,3.13
24-05-2025,Azure SQL Database,3.27
25-05-2025,Azure SQL Database,2.52
26-05-2025,Azure SQL Database,3.41
27-05-2025,Azure SQL Database,3.17
28-05-2025,Azure SQL Database,2.84
29-05-2025,Azure SQL Database,2.24
30-05-2025,Azure SQL Database,3.23
31-05-2025,Azure SQL Database,3.25
01-06-2025,Azure SQL Database,3.01
02-06-2025,Azure SQL Database,2.58
03-06-2025,Azure SQL Database,2.95
04-06-2025,Azure SQL Database,2.79
05-06-2025,Azure SQL Database,3.15
06-06-2025,Azure SQL Database,3.18
07-06-2025,Azure SQL Database,2.93
08-06-2025,Azure SQL Database,2.87
09-06-2025,Azure SQL Database,3.3
10-06-2025,Azure SQL Database,3.04
11-06-2025,Azure SQL Database,3.26
12-06-2025,Azure SQL Database,3.13
13-06-2025,Azure SQL Database,3.45
14-06-2025,Azure SQL Database,2.54
15-06-2025,Azure SQL Database,3.2
16-06-2025,Azure SQL Database,2.62
17-06-2025,Azure SQL Database,2.89
18-06-2025,Azure SQL Database,3.34
19-06-2025,Azure SQL Database,3.53
20-06-2025,Azure SQL Database,3.24
21-06-2025,Azure SQL Database,3.49
22-06-2025,Azure SQL Database,2.95
23-06-2025,Azure SQL Database,3.82
24-06-2025,Azure SQL Database,2.82
25-06-2025,Azure SQL Database,3.36
26-06-2025,Azure SQL Database,2.88
27-06-2025,Azure SQL Database,3.44
28-06-2025,Azure SQL Database,3.26
29-06-2025,Azure SQL Database,2.69
30-06-2025,Azure SQL Database,3.39
01-07-2025,Azure SQL Database,2.68
02-07-2025,Azure SQL Database,3.18
03-07-2025,Azure SQL Database,2.75
04-07-2025,Azure SQL Database,3.08
05-07-2025,Azure SQL Database,2.59
06-07-2025,Azure SQL Database,3.05
07-07-2025,Azure SQL Database,3.45
08-07-2025,Azure SQL Database,2.89
09-07-2025,Azure SQL Database,3.22
10-07-2025,Azure SQL Database,2.75
11-07-2025,Azure SQL Database,3.23
12-07-2025,Azure SQL Database,3.35
13-07-2025,Azure SQL Database,3.41
14-07-2025,Azure SQL Database,2.82
15-07-2025,Azure SQL Database,2.25
16-07-2025,Azure SQL Database,3.23
17-07-2025,Azure SQL Database,2.71
18-07-2025,Azure SQL Database,3.13
19-07-2025,Azure SQL Database,3.38
20-07-2025,Azure SQL Database,2.8
21-07-2025,Azure SQL Database,2.5
22-07-2025,Azure SQL Database,2.98
23-07-2025,Azure SQL Database,2.58
24-07-2025,Azure SQL Database,3.33
25-07-2025,Azure SQL Database,3.08
26-07-2025,Azure SQL Database,3.46
27-07-2025,Azure SQL Database,3.01
28-07-2025,Azure SQL Database,3.15
29-07-2025,Azure SQL Database,2.65
30-07-2025,Azure SQL Database,3.67
31-07-2025,Azure SQL Database,3.65
01-08-2025,Azure SQL Database,3.64
02-08-2025,Azure SQL Database,3.09
03-08-2025,Azure SQL Database,3.16
04-08-2025,Azure SQL Database,2.7
05-08-2025,Azure SQL Database,3.38
06-08-2025,Azure SQL Database,2.79
07-08-2025,Azure SQL Database,2.99
08-08-2025,Azure SQL Database,3.41
09-08-2025,Azure SQL Database,2.95
10-08-2025,Azure SQL Database,2.93
11-08-2025,Azure SQL Database,3.83
12-08-2025,Azure SQL Database,3.1
13-08-2025,Azure SQL Database,2.77
14-08-2025,Azure SQL Database,3.15
15-08-2025,Azure SQL Database,3.4
16-08-2025,Azure SQL Database,3.33
17-08-2025,Azure SQL Database,3.08
18-08-2025,Azure SQL Database,2.93
19-08-2025,Azure SQL Database,2.85
20-08-2025,Azure SQL Database,3.06
21-08-2025,Azure SQL Database,3.25
22-08-2025,Azure SQL Database,2.94
23-08-2025,Azure SQL Database,2.61
24-08-2025,Azure SQL Database,3.25
25-08-2025,Azure SQL Database,3.5
26-08-2025,Azure SQL Database,3.05
27-08-2025,Azure SQL Database,2.95
28-08-2025,Azure SQL Database,2.84
29-08-2025,Azure SQL Database,3.06
30-08-2025,Azure SQL Database,2.64
31-08-2025,Azure SQL Database,2.51
01-09-2025,Azure SQL Database,3.46
02-09-2025,Azure SQL Database,2.31
03-09-2025,Azure SQL Database,2.64
04-09-2025,Azure SQL Database,3.19
05-09-2025,Azure SQL Database,2.87
06-09-2025,Azure SQL Database,3.14
07-09-2025,Azure SQL Database,3.54
08-09-2025,Azure SQL Database,3.08
09-09-2025,Azure SQL Database,2.69
10-09-2025,Azure SQL Database,3.23
11-09-2025,Azure SQL Database,3.03
12-09-2025,Azure SQL Database,3.2
13-09-2025,Azure SQL Database,3.12
14-09-2025,Azure SQL Database,3.68
15-09-2025,Azure SQL Database,3.15
16-09-2025,Azure SQL Database,2.61
17-09-2025,Azure SQL Database,3.28
18-09-2025,Azure SQL Database,3.31
19-09-2025,Azure SQL Database,3.48
20-09-2025,Azure SQL Database,3.01
21-09-2025,Azure SQL Database,3.15
22-09-2025,Azure SQL Database,3.09
23-09-2025,Azure SQL Database,2.6
24-09-2025,Azure SQL Database,2.96
25-09-2025,Azure SQL Database,3.1
26-09-2025,Azure SQL Database,3.18
27-09-2025,Azure SQL Database,3.09
28-09-2025,Azure SQL Database,3.46
29-09-2025,Azure SQL Database,2.62
30-09-2025,Azure SQL Database,3.47
01-10-2025,Azure SQL Database,3.64
02-10-2025,Azure SQL Database,3.32
03-10-2025,Azure SQL Database,2.52
04-10-2025,Azure SQL Database,2.82
05-10-2025,Azure SQL Database,3.64
06-10-2025,Azure SQL Database,2.78
07-10-2025,Azure SQL Database,2.79
08-10-2025,Azure SQL Database,3.2
09-10-2025,Azure SQL Database,3.35
10-10-2025,Azure SQL Database,3.27
11-10-2025,Azure SQL Database,3.66
12-10-2025,Azure SQL Database,2.63
13-10-2025,Azure SQL Database,3.41
14-10-2025,Azure SQL Database,3.12
15-10-2025,Azure SQL Database,3.46
16-10-2025,Azure SQL Database,3.15
17-10-2025,Azure SQL Database,3.61
18-10-2025,Azure SQL Database,2.28
19-10-2025,Azure SQL Database,2.69
20-10-2025,Azure SQL Database,3.31
21-10-2025,Azure SQL Database,3.21
22-10-2025,Azure SQL Database,3.45
23-10-2025,Azure SQL Database,3.05
24-10-2025,Azure SQL Database,3.17
25-10-2025,Azure SQL Database,2.58
26-10-2025,Azure SQL Database,3.55
27-10-2025,Azure SQL Database,3.36
28-10-2025,Azure SQL Database,2.99
29-10-2025,Azure SQL Database,3.22
30-10-2025,Azure SQL Database,3.72
31-10-2025,Azure SQL Database,3.39
01-10-2023,Storage Accounts,1.43
02-10-2023,Storage Accounts,1.06
03-10-2023,Storage Accounts,1.73
04-10-2023,Storage Accounts,1.35
05-10-2023,Storage Accounts,1.61
06-10-2023,Storage Accounts,1.01
07-10-2023,Storage Accounts,1.62
08-10-2023,Storage Accounts,1.38
09-10-2023,Storage Accounts,1.44
10-10-2023,Storage Accounts,1.02
11-10-2023,Storage Accounts,1.64
12-10-2023,Storage Accounts,1.26
13-10-2023,Storage Accounts,1.43
14-10-2023,Storage Accounts,1.68
15-10-2023,Storage Accounts,1.42
16-10-2023,Storage Accounts,2.03
17-10-2023,Storage Accounts,1.19
18-10-2023,Storage Accounts,1.52
19-10-2023,Storage Accounts,1.57
20-10-2023,Storage Accounts,1.16
21-10-2023,Storage Accounts,1.48
22-10-2023,Storage Accounts,1.4
23-10-2023,Storage Accounts,1.53
24-10-2023,Storage Accounts,1.59
25-10-2023,Storage Accounts,1.87
26-10-2023,Storage Accounts,1.55
27-10-2023,Storage Accounts,1.63
28-10-2023,Storage Accounts,1.91
29-10-2023,Storage Accounts,1.01
30-10-2023,Storage Accounts,1.4
31-10-2023,Storage Accounts,1.48
01-11-2023,Storage Accounts,1.02
02-11-2023,Storage Accounts,1.5
03-11-2023,Storage Accounts,0.79
04-11-2023,Storage Accounts,1.69
05-11-2023,Storage Accounts,1.05
06-11-2023,Storage Accounts,1.12
07-11-2023,Storage Accounts,1.64
08-11-2023,Storage Accounts,1
09-11-2023,Storage Accounts,2.09
10-11-2023,Storage Accounts,1.52
11-11-2023,Storage Accounts,1.46
12-11-2023,Storage Accounts,1.85
13-11-2023,Storage Accounts,1.47
14-11-2023,Storage Accounts,1.57
15-11-2023,Storage Accounts,1.45
16-11-2023,Storage Accounts,1.35
17-11-2023,Storage Accounts,1.61
18-11-2023,Storage Accounts,1.66
19-11-2023,Storage Accounts,1.13
20-11-2023,Storage Accounts,1.25
21-11-2023,Storage Accounts,1.31
22-11-2023,Storage Accounts,1.5
23-11-2023,Storage Accounts,1.61
24-11-2023,Storage Accounts,2.14
25-11-2023,Storage Accounts,1.6
26-11-2023,Storage Accounts,1.47
27-11-2023,Storage Accounts,1.31
28-11-2023,Storage Accounts,1.81
29-11-2023,Storage Accounts,1.52
30-11-2023,Storage Accounts,1.62
01-12-2023,Storage Accounts,1.52
02-12-2023,Storage Accounts,1.69
03-12-2023,Storage Accounts,1.67
04-12-2023,Storage Accounts,1.64
05-12-2023,Storage Accounts,1.53
06-12-2023,Storage Accounts,1.56
07-12-2023,Storage Accounts,1.65
08-12-2023,Storage Accounts,0.97
09-12-2023,Storage Accounts,1.53
10-12-2023,Storage Accounts,1.83
11-12-2023,Storage Accounts,1.4
12-12-2023,Storage Accounts,0.93
13-12-2023,Storage Accounts,1.14
14-12-2023,Storage Accounts,1.57
15-12-2023,Storage Accounts,1.34
16-12-2023,Storage Accounts,1.59
17-12-2023,Storage Accounts,1.55
18-12-2023,Storage Accounts,1.41
19-12-2023,Storage Accounts,1.29
20-12-2023,Storage Accounts,1.61
21-12-2023,Storage Accounts,1.58
22-12-2023,Storage Accounts,1.52
23-12-2023,Storage Accounts,1.82
24-12-2023,Storage Accounts,1.62
25-12-2023,Storage Accounts,1.39
26-12-2023,Storage Accounts,1.46
27-12-2023,Storage Accounts,1.55
28-12-2023,Storage Accounts,1.6
29-12-2023,Storage Accounts,1.96
30-12-2023,Storage Accounts,2.07
31-12-2023,Storage Accounts,1.44
01-01-2024,Storage Accounts,1.28
02-01-2024,Storage Accounts,1.42
03-01-2024,Storage Accounts,1.7
04-01-2024,Storage Accounts,1.82
05-01-2024,Storage Accounts,1.46
06-01-2024,Storage Accounts,1.32
07-01-2024,Storage Accounts,1.7
08-01-2024,Storage Accounts,1.77
09-01-2024,Storage Accounts,1.89
10-01-2024,Storage Accounts,1.4
11-01-2024,Storage Accounts,1.69
12-01-2024,Storage Accounts,1.12
13-01-2024,Storage Accounts,1.56
14-01-2024,Storage Accounts,1.81
15-01-2024,Storage Accounts,2.03
16-01-2024,Storage Accounts,1.69
17-01-2024,Storage Accounts,1.53
18-01-2024,Storage Accounts,1.19
19-01-2024,Storage Accounts,1.67
20-01-2024,Storage Accounts,1.79
21-01-2024,Storage Accounts,1.9
22-01-2024,Storage Accounts,1.68
23-01-2024,Storage Accounts,1.33
24-01-2024,Storage Accounts,1.77
25-01-2024,Storage Accounts,2.11
26-01-2024,Storage Accounts,1.54
27-01-2024,Storage Accounts,1.38
28-01-2024,Storage Accounts,1.52
29-01-2024,Storage Accounts,1.62
30-01-2024,Storage Accounts,1.47
31-01-2024,Storage Accounts,1.83
01-02-2024,Storage Accounts,1.75
02-02-2024,Storage Accounts,1.53
03-02-2024,Storage Accounts,1.62
04-02-2024,Storage Accounts,1.18
05-02-2024,Storage Accounts,1.73
06-02-2024,Storage Accounts,1.23
07-02-2024,Storage Accounts,1.55
08-02-2024,Storage Accounts,1.5
09-02-2024,Storage Accounts,1.78
10-02-2024,Storage Accounts,1.51
11-02-2024,Storage Accounts,1.63
12-02-2024,Storage Accounts,2.08
13-02-2024,Storage Accounts,1.19
14-02-2024,Storage Accounts,1.68
15-02-2024,Storage Accounts,1.9
16-02-2024,Storage Accounts,1.47
17-02-2024,Storage Accounts,1.66
18-02-2024,Storage Accounts,1.26
19-02-2024,Storage Accounts,1.18
20-02-2024,Storage Accounts,1.87
21-02-2024,Storage Accounts,1.56
22-02-2024,Storage Accounts,1.28
23-02-2024,Storage Accounts,1.52
24-02-2024,Storage Accounts,1.84
25-02-2024,Storage Accounts,1.83
26-02-2024,Storage Accounts,1.97
27-02-2024,Storage Accounts,1.52
28-02-2024,Storage Accounts,1.49
29-02-2024,Storage Accounts,1.77
01-03-2024,Storage Accounts,1.97
02-03-2024,Storage Accounts,1.57
03-03-2024,Storage Accounts,1.96
04-03-2024,Storage Accounts,1.58
05-03-2024,Storage Accounts,2.28
06-03-2024,Storage Accounts,1.18
07-03-2024,Storage Accounts,2.13
08-03-2024,Storage Accounts,1.25
09-03-2024,Storage Accounts,2.04
10-03-2024,Storage Accounts,1.71
11-03-2024,Storage Accounts,1.56
12-03-2024,Storage Accounts,1.43
13-03-2024,Storage Accounts,1.42
14-03-2024,Storage Accounts,1.89
15-03-2024,Storage Accounts,1.83
16-03-2024,Storage Accounts,1.64
17-03-2024,Storage Accounts,1.69
18-03-2024,Storage Accounts,1.45
19-03-2024,Storage Accounts,1.66
20-03-2024,Storage Accounts,1.96
21-03-2024,Storage Accounts,1.44
22-03-2024,Storage Accounts,1.86
23-03-2024,Storage Accounts,1.57
24-03-2024,Storage Accounts,1.26
25-03-2024,Storage Accounts,2.02
26-03-2024,Storage Accounts,1.31
27-03-2024,Storage Accounts,1.58
28-03-2024,Storage Accounts,2.03
29-03-2024,Storage Accounts,1.49
30-03-2024,Storage Accounts,2
31-03-2024,Storage Accounts,1.59
01-04-2024,Storage Accounts,1.7
02-04-2024,Storage Accounts,2.28
03-04-2024,Storage Accounts,2.06
04-04-2024,Storage Accounts,1.75
05-04-2024,Storage Accounts,1.54
06-04-2024,Storage Accounts,1.74
07-04-2024,Storage Accounts,2.22
08-04-2024,Storage Accounts,2.37
09-04-2024,Storage Accounts,1.56
10-04-2024,Storage Accounts,2.16
11-04-2024,Storage Accounts,1.28
12-04-2024,Storage Accounts,1.91
13-04-2024,Storage Accounts,1.85
14-04-2024,Storage Accounts,2.05
15-04-2024,Storage Accounts,1.5
16-04-2024,Storage Accounts,1.79
17-04-2024,Storage Accounts,1.21
18-04-2024,Storage Accounts,1.57
19-04-2024,Storage Accounts,1.75
20-04-2024,Storage Accounts,1.81
21-04-2024,Storage Accounts,2.57
22-04-2024,Storage Accounts,1.61
23-04-2024,Storage Accounts,1.77
24-04-2024,Storage Accounts,1.42
25-04-2024,Storage Accounts,1.21
26-04-2024,Storage Accounts,2.03
27-04-2024,Storage Accounts,2.03
28-04-2024,Storage Accounts,1.37
29-04-2024,Storage Accounts,1.28
30-04-2024,Storage Accounts,1.59
01-05-2024,Storage Accounts,2.26
02-05-2024,Storage Accounts,1.34
03-05-2024,Storage Accounts,1.98
04-05-2024,Storage Accounts,1.82
05-05-2024,Storage Accounts,1.69
06-05-2024,Storage Accounts,1.6
07-05-2024,Storage Accounts,1.86
08-05-2024,Storage Accounts,1.69
09-05-2024,Storage Accounts,1.67
10-05-2024,Storage Accounts,1.73
11-05-2024,Storage Accounts,2.12
12-05-2024,Storage Accounts,1.85
13-05-2024,Storage Accounts,1.81
14-05-2024,Storage Accounts,2.2
15-05-2024,Storage Accounts,1.72
16-05-2024,Storage Accounts,2.22
17-05-2024,Storage Accounts,1.6
18-05-2024,Storage Accounts,1.96
19-05-2024,Storage Accounts,1.71
20-05-2024,Storage Accounts,1.78
21-05-2024,Storage Accounts,1.62
22-05-2024,Storage Accounts,1.72
23-05-2024,Storage Accounts,1.6
24-05-2024,Storage Accounts,1.93
25-05-2024,Storage Accounts,1.57
26-05-2024,Storage Accounts,1.97
27-05-2024,Storage Accounts,2.5
28-05-2024,Storage Accounts,1.36
29-05-2024,Storage Accounts,1.13
30-05-2024,Storage Accounts,1.53
31-05-2024,Storage Accounts,2.04
01-06-2024,Storage Accounts,1.62
02-06-2024,Storage Accounts,2
03-06-2024,Storage Accounts,2.11
04-06-2024,Storage Accounts,1.76
05-06-2024,Storage Accounts,2.09
06-06-2024,Storage Accounts,1.17
07-06-2024,Storage Accounts,2.08
08-06-2024,Storage Accounts,2.07
09-06-2024,Storage Accounts,1.81
10-06-2024,Storage Accounts,2.13
11-06-2024,Storage Accounts,2.26
12-06-2024,Storage Accounts,2.41
13-06-2024,Storage Accounts,2.41
14-06-2024,Storage Accounts,1.86
15-06-2024,Storage Accounts,1.81
16-06-2024,Storage Accounts,1.83
17-06-2024,Storage Accounts,1.07
18-06-2024,Storage Accounts,2.06
19-06-2024,Storage Accounts,2.54
20-06-2024,Storage Accounts,2.02
21-06-2024,Storage Accounts,1.44
22-06-2024,Storage Accounts,1.57
23-06-2024,Storage Accounts,1.59
24-06-2024,Storage Accounts,2.35
25-06-2024,Storage Accounts,2.01
26-06-2024,Storage Accounts,2.05
27-06-2024,Storage Accounts,1.97
28-06-2024,Storage Accounts,1.54
29-06-2024,Storage Accounts,1.59
30-06-2024,Storage Accounts,2.07
01-07-2024,Storage Accounts,1.9
02-07-2024,Storage Accounts,1.33
03-07-2024,Storage Accounts,2.11
04-07-2024,Storage Accounts,2.29
05-07-2024,Storage Accounts,1.88
06-07-2024,Storage Accounts,1.79
07-07-2024,Storage Accounts,2.28
08-07-2024,Storage Accounts,1.83
09-07-2024,Storage Accounts,1.71
10-07-2024,Storage Accounts,1.44
11-07-2024,Storage Accounts,1.75
12-07-2024,Storage Accounts,2.44
13-07-2024,Storage Accounts,2.23
14-07-2024,Storage Accounts,1.93
15-07-2024,Storage Accounts,1.89
16-07-2024,Storage Accounts,2.19
17-07-2024,Storage Accounts,1.93
18-07-2024,Storage Accounts,1.53
19-07-2024,Storage Accounts,1.95
20-07-2024,Storage Accounts,1.96
21-07-2024,Storage Accounts,1.91
22-07-2024,Storage Accounts,1.98
23-07-2024,Storage Accounts,1.71
24-07-2024,Storage Accounts,1.96
25-07-2024,Storage Accounts,1.44
26-07-2024,Storage Accounts,1.65
27-07-2024,Storage Accounts,1.84
28-07-2024,Storage Accounts,2.09
29-07-2024,Storage Accounts,1.83
30-07-2024,Storage Accounts,2.05
31-07-2024,Storage Accounts,2.22
01-08-2024,Storage Accounts,2.63
02-08-2024,Storage Accounts,1.84
03-08-2024,Storage Accounts,1.74
04-08-2024,Storage Accounts,1.94
05-08-2024,Storage Accounts,1.99
06-08-2024,Storage Accounts,2.09
07-08-2024,Storage Accounts,2.17
08-08-2024,Storage Accounts,1.85
09-08-2024,Storage Accounts,2.15
10-08-2024,Storage Accounts,1.96
11-08-2024,Storage Accounts,2.3
12-08-2024,Storage Accounts,1.86
13-08-2024,Storage Accounts,1.99
14-08-2024,Storage Accounts,2.02
15-08-2024,Storage Accounts,2.28
16-08-2024,Storage Accounts,1.95
17-08-2024,Storage Accounts,1.65
18-08-2024,Storage Accounts,1.46
19-08-2024,Storage Accounts,2.26
20-08-2024,Storage Accounts,2.14
21-08-2024,Storage Accounts,2.44
22-08-2024,Storage Accounts,1.99
23-08-2024,Storage Accounts,1.99
24-08-2024,Storage Accounts,2.01
25-08-2024,Storage Accounts,1.81
26-08-2024,Storage Accounts,1.76
27-08-2024,Storage Accounts,2.1
28-08-2024,Storage Accounts,2.31
29-08-2024,Storage Accounts,2.15
30-08-2024,Storage Accounts,1.83
31-08-2024,Storage Accounts,2.1
01-09-2024,Storage Accounts,2.03
02-09-2024,Storage Accounts,1.81
03-09-2024,Storage Accounts,1.62
04-09-2024,Storage Accounts,1.74
05-09-2024,Storage Accounts,2.33
06-09-2024,Storage Accounts,2.06
07-09-2024,Storage Accounts,1.81
08-09-2024,Storage Accounts,2.01
09-09-2024,Storage Accounts,2.17
10-09-2024,Storage Accounts,1.83
11-09-2024,Storage Accounts,1.77
12-09-2024,Storage Accounts,1.47
13-09-2024,Storage Accounts,2.31
14-09-2024,Storage Accounts,2.17
15-09-2024,Storage Accounts,2.19
16-09-2024,Storage Accounts,2.16
17-09-2024,Storage Accounts,1.41
18-09-2024,Storage Accounts,2.04
19-09-2024,Storage Accounts,2.14
20-09-2024,Storage Accounts,2.03
21-09-2024,Storage Accounts,1.32
22-09-2024,Storage Accounts,1.97
23-09-2024,Storage Accounts,1.94
24-09-2024,Storage Accounts,2.32
25-09-2024,Storage Accounts,1.98
26-09-2024,Storage Accounts,1.86
27-09-2024,Storage Accounts,1.87
28-09-2024,Storage Accounts,2.23
29-09-2024,Storage Accounts,2.22
30-09-2024,Storage Accounts,1.96
01-10-2024,Storage Accounts,1.91
02-10-2024,Storage Accounts,1.35
03-10-2024,Storage Accounts,1.43
04-10-2024,Storage Accounts,1.78
05-10-2024,Storage Accounts,1.99
06-10-2024,Storage Accounts,1.8
07-10-2024,Storage Accounts,1.59
08-10-2024,Storage Accounts,2.03
09-10-2024,Storage Accounts,2.03
10-10-2024,Storage Accounts,2.42
11-10-2024,Storage Accounts,1.94
12-10-2024,Storage Accounts,1.97
13-10-2024,Storage Accounts,1.83
14-10-2024,Storage Accounts,2.81
15-10-2024,Storage Accounts,2.24
